claim_id,policy_type,claim_type,incident_location_type,witnesses_present,agent_flagged_history,police_report_filed,claimant_age,policy_tenure_years,prior_claims_count,days_to_report_claim,claim_amount_kes,estimated_repair_cost_kes,claim_amount_to_policy_limit_ratio,customer_credit_score,claim_status
1531,Property,Liability,Rural,No,No,Yes,39.0,8.2,0,1.4,66495.0,60750.0,0.182,683.086016273713,Legitimate
1532,Health,Collision,Rural,No,No,Yes,52.0,4.1,1,6.4,174800.0,182213.0,0.2,,Legitimate
1533,Auto,Medical,Suburban,No,No,,29.0,9.9,1,3.0,124651.0,130754.0,0.216,591.803609250264,Legitimate
1534,Auto,Theft,Urban,Yes,No,No,55.0,17.9,0,1.3,359587.0,392484.0,0.198,720.1071175724476,Legitimate
1535,Property,Collision,Urban,No,No,Yes,49.0,2.0,1,5.1,257243.0,219048.0,0.202,688.7650272067302,Legitimate
1536,Health,Collision,Suburban,No,No,Yes,45.0,3.8,1,5.3,124129.0,124948.0,0.796,682.6557481612851,Fraudulent
1537,Life,Medical,Suburban,Yes,No,,30.0,5.6,2,5.1,328733.0,325661.0,0.392,541.4151209100187,Legitimate
1538,Life,Theft,Rural,Yes,No,,50.0,6.0,2,2.6,120713.0,126398.0,0.386,632.5201882859949,Legitimate
1539,Life,Collision,Suburban,No,No,,40.0,3.2,0,14.6,295584.0,328251.0,0.186,679.78534313649,Legitimate
1540,Health,Medical,Urban,No,No,,22.0,7.7,0,7.3,201118.0,195430.0,0.45,702.4604564369921,Legitimate
1541,Health,Collision,Urban,Yes,No,No,28.0,3.5,1,4.3,109134.0,130547.0,0.235,708.933846541025,Legitimate
1542,Auto,Medical,Rural,Yes,No,,33.0,1.7,1,2.8,213801.0,190027.0,0.174,,Legitimate
1543,Auto,Collision,Suburban,Yes,No,Yes,61.0,4.1,2,2.7,112958.0,120829.0,0.183,570.1678803961817,Legitimate
1544,Auto,Fire,Urban,No,Yes,No,49.0,5.8,1,12.0,79613.0,77200.0,0.283,637.2092680575181,Legitimate
1545,Health,Theft,Suburban,No,No,No,58.0,5.7,0,3.9,195048.0,185723.0,0.579,592.5669063754991,Legitimate
1546,Life,Collision,Suburban,Yes,No,,40.0,1.6,1,12.8,168924.0,153769.0,0.194,604.6360364811643,Legitimate
1547,Life,Theft,Urban,Yes,No,,32.0,9.9,2,8.4,290100.0,316582.0,0.245,753.5261631714915,Legitimate
1548,Life,Collision,Rural,No,No,,18.0,1.4,1,7.1,205193.0,198463.0,0.254,610.1773891502099,Legitimate
1549,Property,Collision,Rural,No,No,Yes,49.0,8.5,2,8.4,221396.0,242970.0,0.6,568.7764141150507,Fraudulent
1550,Auto,Medical,Urban,Yes,No,,55.0,1.8,0,2.3,78143.0,75838.0,0.188,572.9927818804516,Legitimate
1551,Property,Collision,Urban,Yes,Yes,No,61.0,1.3,0,0.6,279241.0,294633.0,0.689,611.4234189020493,Legitimate
1552,Auto,Collision,Rural,Yes,No,Yes,41.0,8.5,5,1.9,376441.0,390552.0,0.185,557.4876708632274,Legitimate
1553,Auto,Collision,Urban,Yes,No,Yes,48.0,8.2,1,18.1,64205.0,59727.0,0.369,589.9109584969777,Legitimate
1554,Life,Collision,Rural,Yes,No,,48.0,7.6,1,1.1,99874.0,88835.0,0.358,599.1932214660219,Legitimate
1555,Property,Collision,Urban,No,No,No,60.0,7.3,0,2.4,106452.0,100886.0,0.176,546.3039751438154,Legitimate
1556,Auto,Collision,Suburban,Yes,No,No,28.0,2.9,1,10.3,464879.0,418231.0,0.409,628.5425828654135,Legitimate
1557,Health,Collision,Suburban,Yes,No,No,66.0,3.1,1,2.9,94331.0,85208.0,0.172,719.8907681513763,Legitimate
1558,Auto,Medical,Suburban,Yes,No,,40.0,6.3,0,7.5,218841.0,197472.0,0.626,,Legitimate
1559,Property,Medical,Rural,No,No,,57.0,12.8,3,7.1,41497.0,44428.0,0.354,714.3991699556575,Legitimate
1560,Auto,Collision,Urban,Yes,No,No,53.0,7.9,0,1.2,95051.0,91831.0,0.186,610.61734289737,Legitimate
1561,Auto,Collision,Suburban,Yes,No,Yes,18.0,11.0,1,2.5,189407.0,206511.0,0.272,730.6318357876164,Legitimate
1562,Auto,Liability,Suburban,Yes,No,Yes,38.0,4.2,0,7.2,376048.0,457309.0,0.18,623.0352491761734,Legitimate
1563,Auto,Liability,Suburban,Yes,No,Yes,32.0,6.9,0,2.7,9679.0,9635.0,0.194,733.7459301625015,Legitimate
1564,Property,Liability,Suburban,Yes,No,Yes,42.0,13.0,0,6.7,280487.0,248800.0,0.212,604.6308389553058,Legitimate
1565,Property,Theft,Suburban,No,No,No,65.0,10.0,1,13.2,175680.0,193871.0,0.486,657.4453898952323,Legitimate
1566,Auto,Theft,Urban,No,No,Yes,49.0,5.9,0,2.1,130516.0,133265.0,0.276,621.483191760658,Legitimate
1567,Health,Fire,Suburban,Yes,Yes,No,24.0,5.0,1,5.2,69689.0,67072.0,0.221,569.6772059377467,Legitimate
1568,Property,Collision,Suburban,No,No,Yes,61.0,13.1,1,9.2,630436.0,643021.0,0.409,626.4362470441666,Legitimate
1569,Auto,Collision,Rural,Yes,No,Yes,30.0,9.1,0,9.7,258705.0,256915.0,0.2,653.6116691082083,Legitimate
1570,Auto,Collision,Urban,No,No,Yes,26.0,2.3,2,2.2,167214.0,147598.0,0.169,589.1364958777496,Legitimate
1571,Property,Medical,Urban,Yes,No,,34.0,1.3,0,6.2,348250.0,299978.0,0.376,729.7369090745497,Legitimate
1572,Auto,Collision,Rural,Yes,No,Yes,39.0,1.2,0,4.1,236248.0,258059.0,0.434,556.1939607342543,Legitimate
1573,Health,Collision,Suburban,Yes,No,Yes,55.0,2.9,2,10.2,225904.0,218627.0,0.231,743.7885840648443,Legitimate
1574,Life,Collision,Urban,Yes,No,,53.0,3.1,0,7.4,224292.0,227604.0,0.696,741.0730189949479,Legitimate
1575,Property,Medical,Rural,Yes,Yes,,31.0,9.7,2,4.5,134455.0,140243.0,0.549,656.3643943522013,Legitimate
1576,Health,Collision,Urban,Yes,No,Yes,56.0,3.5,2,2.1,213162.0,215547.0,0.35,659.0488471597613,Legitimate
1577,Health,Medical,Suburban,Yes,No,,36.0,18.1,0,1.2,370467.0,387470.0,0.222,665.7609612110032,Legitimate
1578,Auto,Fire,Suburban,Yes,No,Yes,38.0,3.3,2,1.7,61276.0,57327.0,0.196,755.3733709170485,Legitimate
1579,Property,Collision,Urban,No,No,Yes,62.0,2.6,1,3.8,301853.0,353058.0,0.17,683.6026760572034,Legitimate
1580,Auto,Fire,Suburban,Yes,No,No,56.0,4.8,1,3.6,242357.0,242777.0,0.261,701.2135645268603,Legitimate
1581,Health,Fire,Urban,No,No,Yes,64.0,4.6,0,7.8,92049.0,92854.0,0.247,564.5693820060299,Legitimate
1582,Health,Collision,Suburban,No,No,Yes,39.0,9.2,2,7.4,129338.0,102303.0,0.345,578.7596082573701,Legitimate
1583,Auto,Fire,Suburban,Yes,No,Yes,43.0,6.3,2,1.4,131253.0,121620.0,0.25,634.9172242545947,Legitimate
1584,Auto,Collision,Rural,No,No,Yes,42.0,0.5,1,2.7,198752.0,241078.0,0.278,514.5641207752485,Legitimate
1585,Auto,Theft,Rural,Yes,No,No,31.0,9.8,2,11.8,94412.0,91751.0,0.503,726.3189960178519,Legitimate
1586,Life,Collision,Suburban,No,No,,39.0,5.7,1,3.7,498589.0,508251.0,0.234,723.1650457641327,Legitimate
1587,Auto,Fire,Urban,Yes,No,Yes,34.0,18.8,0,6.1,254691.0,240805.0,0.234,730.8779852085893,Legitimate
1588,Health,Liability,Rural,No,No,No,30.0,4.0,1,7.9,223211.0,230927.0,0.279,739.5249758154713,Legitimate
1589,Property,Collision,Rural,Yes,No,Yes,46.0,5.0,2,6.8,180110.0,154321.0,0.203,655.4225163550736,Legitimate
1590,Life,Medical,Suburban,Yes,No,,53.0,7.3,0,7.2,265830.0,240095.0,0.42,729.0792132656334,Legitimate
1591,Auto,Collision,Urban,Yes,No,Yes,38.0,4.4,1,5.2,111535.0,110681.0,0.176,770.6266311361451,Legitimate
1592,Auto,Medical,Suburban,Yes,No,,37.0,2.8,0,7.0,85888.0,83460.0,0.184,760.5417572465668,Legitimate
1593,Property,Fire,Suburban,Yes,No,Yes,37.0,6.0,3,5.0,174011.0,164428.0,0.615,653.6914166423762,Legitimate
1594,Health,Theft,Suburban,Yes,No,Yes,49.0,4.8,1,17.2,65467.0,70377.0,0.235,694.5219983501075,Legitimate
1595,Property,Medical,Rural,Yes,No,,50.0,2.9,0,2.2,125422.0,124082.0,0.255,533.3444869093382,Legitimate
1596,Health,Fire,Urban,Yes,No,Yes,73.0,8.9,0,4.7,441208.0,524534.0,0.601,606.3733911272135,Legitimate
1597,Health,Collision,Rural,No,No,No,40.0,2.0,0,5.5,343680.0,365239.0,0.419,775.9335559671745,Fraudulent
1598,Property,Collision,Suburban,No,No,No,32.0,3.5,3,2.0,176255.0,179167.0,0.175,716.1676410203643,Legitimate
1599,Life,Medical,Urban,No,No,,22.0,3.5,1,1.9,690001.0,619849.0,0.75,722.1682447214539,Fraudulent
1600,Health,Theft,Urban,Yes,No,Yes,56.0,6.9,2,2.0,57919.0,54776.0,0.517,509.27831416173467,Legitimate
